5.000000000000000000e+00 2.500000000000000000e+01 4.306638131158754324e-04 5.848161113896670898e-03 -8.604386553654733063e-05 2.607432519240101025e-04 -2.120541765661167639e-09 1.089937021029684609e-04 1.799132035067838586e+01 -1.100130690455797380e-04
5.256410256410256387e+00 2.500000000000000000e+01 4.086006748168962755e-04 5.848168086684120762e-03 -8.604899235803973624e-05 2.607505776628749137e-04 -2.236977961261529548e-08 -1.007960061479194964e-04 1.799175659605635502e+01 -1.160537438549214418e-03
5.512820512820512775e+00 2.500000000000000000e+01 3.865360743693385822e-04 5.848165629793493185e-03 -8.605437968526021496e-05 2.607599469247035267e-04 -4.175808608815272727e-08 -2.785397906556077822e-04 1.799234441967363551e+01 -2.166396947430480110e-03
5.769230769230769162e+00 2.500000000000000000e+01 3.644701520994434851e-04 5.848154445026182077e-03 -8.606026975751770091e-05 2.607715073004240273e-04 -6.098881276410405157e-08 -4.392234744295841391e-04 1.799308905998269736e+01 -3.164081263701639529e-03
6.025641025641025550e+00 2.500000000000000000e+01 3.424022260616580056e-04 5.848135183981807185e-03 -8.606975250596021905e-05 2.607852380824540652e-04 -7.364761278943922740e-08 -8.226369361223834567e-04 1.799390995750040645e+01 -3.820816001858124214e-03
6.282051282051281937e+00 2.500000000000000000e+01 3.203316771310843643e-04 5.848111222580521310e-03 -8.608062272627666140e-05 2.608004129243256426e-04 -8.379178020161812367e-08 -1.276586046681898274e-03 1.799480721838306607e+01 -4.347092356324547442e-03
6.538461538461538325e+00 2.500000000000000000e+01 2.982582026858426405e-04 5.848082263156050009e-03 -8.609264624191398753e-05 2.608206268091619608e-04 -9.433733932082981428e-08 -1.691076475646377010e-03 1.799606519459521792e+01 -4.894192791832521761e-03
6.794871794871794712e+00 2.500000000000000000e+01 2.761815752595561538e-04 5.848048102962319014e-03 -8.610505285508870358e-05 2.608414691634589966e-04 -1.012656206753107282e-07 -2.119171977511979769e-03 1.799736204552609564e+01 -5.253629944809351526e-03
7.051282051282051100e+00 2.500000000000000000e+01 2.541016516728386966e-04 5.848012324534985346e-03 -8.611794342056749985e-05 2.608626598742527303e-04 -1.025338063667097933e-07 -2.575839616681989235e-03 1.799867350424993617e+01 -5.319423037069903777e-03
7.307692307692307487e+00 2.500000000000000000e+01 2.320184643929012634e-04 5.847975872037777106e-03 -8.613080499253790987e-05 2.608828388268628288e-04 -1.035049835862947827e-07 -3.056115360172457704e-03 1.799990736098468247e+01 -5.369807419138597840e-03
7.564102564102563875e+00 2.500000000000000000e+01 2.099321977980958228e-04 5.847938310367568893e-03 -8.614300870241468921e-05 2.608997410003237468e-04 -1.037879171496140295e-07 -3.569181785705116683e-03 1.800090429903305633e+01 -5.384485927310804151e-03
7.820512820512820262e+00 2.500000000000000000e+01 1.878428655683765170e-04 5.847901591665203777e-03 -8.615361626551757996e-05 2.609174457190888033e-04 -9.764244872046406209e-08 -3.938147567120582615e-03 1.800200416591998476e+01 -5.065660873467686676e-03
8.076923076923076650e+00 2.500000000000000000e+01 1.657507971618619015e-04 5.847866685100656936e-03 -8.616456890707843946e-05 2.609340728146396183e-04 -9.084650257505277178e-08 -4.361369766660319787e-03 1.800301177218714344e+01 -4.713089231337327933e-03
8.333333333333332149e+00 2.500000000000000000e+01 1.436559434754155974e-04 5.847834031726381609e-03 -8.617540983134008262e-05 2.609489580937579176e-04 -8.345201753486896729e-08 -4.820449520365570166e-03 1.800388736012759949e+01 -4.329465571357871828e-03
8.589743589743589425e+00 2.500000000000000000e+01 1.215585197218111644e-04 5.847804326296396002e-03 -8.618353563813550139e-05 2.609626356912863395e-04 -7.326207683550160837e-08 -5.100150758339746376e-03 1.800473881294851708e+01 -3.800814512518508118e-03
8.846153846153846700e+00 2.500000000000000000e+01 9.945932298086374479e-05 5.847778846560486299e-03 -8.619026529368515883e-05 2.609747351322482325e-04 -6.155549116172305297e-08 -5.312070814698767983e-03 1.800550374075627502e+01 -3.193480368540517825e-03
