0.000000000000000000e+00 0.000000000000000000e+00 -6.276990818793669417e-25
1.010101010101010187e-02 0.000000000000000000e+00 -3.800977187216966775e-24
2.020202020202020374e-02 0.000000000000000000e+00 -1.370832063699087850e-23
3.030303030303030387e-02 0.000000000000000000e+00 -1.461470100593951351e-23
4.040404040404040747e-02 0.000000000000000000e+00 -1.868323438314931028e-23
5.050505050505051108e-02 0.000000000000000000e+00 -4.694376413675315161e-23
6.060606060606060774e-02 0.000000000000000000e+00 -5.954475843254922490e-23
7.070707070707071829e-02 0.000000000000000000e+00 -1.205285135289438300e-22
8.080808080808081495e-02 0.000000000000000000e+00 -1.456003327762068201e-22
9.090909090909091161e-02 0.000000000000000000e+00 -1.248485702647510495e-22
1.010101010101010222e-01 0.000000000000000000e+00 -1.473955325257739414e-22
1.111111111111111188e-01 0.000000000000000000e+00 -1.706842976143479419e-22
1.212121212121212155e-01 0.000000000000000000e+00 -9.581455368938417499e-23
1.313131313131313260e-01 0.000000000000000000e+00 -2.187288048520571723e-22
1.414141414141414366e-01 0.000000000000000000e+00 -2.431593471905826951e-22
1.515151515151515194e-01 0.000000000000000000e+00 -3.969071367851355992e-22
1.616161616161616299e-01 0.000000000000000000e+00 -4.275396162315676468e-22
1.717171717171717404e-01 0.000000000000000000e+00 -3.165051009633000337e-22
1.818181818181818232e-01 0.000000000000000000e+00 -3.406176054264052044e-22
1.919191919191919338e-01 0.000000000000000000e+00 -3.614486889298645578e-22
2.020202020202020443e-01 0.000000000000000000e+00 -2.842530327933262835e-22
2.121212121212121271e-01 0.000000000000000000e+00 -3.044461466388686198e-22
2.222222222222222376e-01 0.000000000000000000e+00 -4.332179435641074763e-22
2.323232323232323482e-01 0.000000000000000000e+00 -4.523824063568577215e-22
2.424242424242424310e-01 0.000000000000000000e+00 -7.081607364189904437e-22
2.525252525252525415e-01 0.000000000000000000e+00 -7.367683660799502758e-22
2.626262626262626521e-01 0.000000000000000000e+00 -7.694657627192469409e-22
2.727272727272727626e-01 0.000000000000000000e+00 -6.661607159544642341e-22
2.828282828282828731e-01 0.000000000000000000e+00 -6.894353207395109245e-22
2.929292929292929282e-01 0.000000000000000000e+00 -7.117561595366991896e-22
3.030303030303030387e-01 0.000000000000000000e+00 -4.391905364109723342e-22
3.131313131313131493e-01 0.000000000000000000e+00 -6.034052583222034155e-22
3.232323232323232598e-01 0.000000000000000000e+00 -6.188043554586877055e-22
3.333333333333333703e-01 0.000000000000000000e+00 -6.315956556273465295e-22
3.434343434343434809e-01 0.000000000000000000e+00 -4.859554858891194777e-22
3.535353535353535914e-01 0.000000000000000000e+00 -8.243401464250360484e-22
3.636363636363636465e-01 0.000000000000000000e+00 -8.393848242926641625e-22
3.737373737373737570e-01 0.000000000000000000e+00 -6.816960311629047992e-22
3.838383838383838675e-01 0.000000000000000000e+00 -6.920317502589601227e-22
3.939393939393939781e-01 0.000000000000000000e+00 -7.014776836886072781e-22
4.040404040404040886e-01 0.000000000000000000e+00 -1.067003896183210432e-21
4.141414141414141992e-01 0.000000000000000000e+00 -7.176798414156109094e-22
4.242424242424242542e-01 0.000000000000000000e+00 -7.244278106440681477e-22
4.343434343434343647e-01 0.000000000000000000e+00 -7.302693090401653802e-22
4.444444444444444753e-01 0.000000000000000000e+00 -7.352017566002241560e-22
4.545454545454545858e-01 0.000000000000000000e+00 -7.392230744111670062e-22
4.646464646464646964e-01 0.000000000000000000e+00 -7.420127317096493886e-22
4.747474747474748069e-01 0.000000000000000000e+00 -7.445262240075691823e-22
4.848484848484848619e-01 0.000000000000000000e+00 -7.458060071641146686e-22
4.949494949494949725e-01 0.000000000000000000e+00 -7.461705117705276900e-22
5.050505050505050830e-01 0.000000000000000000e+00 -7.454802262185475280e-22
5.151515151515152491e-01 0.000000000000000000e+00 -7.441535308685317614e-22
5.252525252525253041e-01 0.000000000000000000e+00 -7.417728351318377308e-22
